customer_id,username,feedback_category,sentiment,complaint_intensity,raw_text
f2f14ac42470,بت مباشرة,pricing,positive,2,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
af3caf2afdcd,مانشستر ستي الرجاء,pricing,neutral,1,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
5dc29aa6229e,Cyril Lamoureux,customer_support,negative,4,"Client Fibre à Tanger, privé de connexion depuis mon changement de box (Erreur : Pas de transporteur). Votre prestataire technique appelle, fait sonner une fois pour simuler un rdv manqué et clôturer le ticket. C'est inacceptable. Merci de régler ce problème d'activation au plus vite. C'est scandaleux."
c8e3b997967a,Îlýášš Ero,service_quality,neutral,1,Samsung Galaxy A 03 cor من مدينة ازمور الجديدة
8eebf6f05754,Yousra Et Salma,service_quality,neutral,1,اتمنى ان تجيبني ما هو المقابل ؟ وهل اذ استبدلت هاتفي باخر جديد توجب علي اعطاء هاتفي الحالي
8eebf6f05754,Yousra Et Salma,service_quality,neutral,1,وما هو المقابل
a9b3c54c2881,بخور راحت البال المرقي,pricing,negative,4,واش دبا وليتو تشفرو عيبادله نيشان واش يلاه درت لبارح 20 درهم ديتوها وزت 20درهم عاوتاني دبا ديتوها
4cb0639fade3,زهير الادريسي,pricing,neutral,2,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
d37e3324b2e9,Asma Boukhris,service_quality,negative,3,ماوصلنا والو غي كاتكدبو علينا
33191b8b2eb6,فاتي فالور,service_quality,neutral,1,فين خسنا نتسجلو
b91c74ef8aa5,أم إلياس أم إلياس,service_quality,negative,4,والله العظيم حتى كدابة نتوما المبارة لي فاتت تسجلت ومعطيتوني والو Orange
4a892c1080b1,حسام شفايري,service_quality,neutral,1,كفاش ندير تنتسجل
d0f4bd565e32,Said Said,service_quality,neutral,1,كيفية الاستفادة من 1GO
2a3717f85380,Raynan Safyani,service_quality,neutral,1,طريقة عفاكم باش نشارك حتا انا شي شرح مبسط
9a2be7dc097e,Kim Lisa,service_quality,neutral,1,واش كل مباراة غعطيونا جيغا لكل هدف سجله المنتخب المغربي ولا غير مباراة المغرب وبرازيل
b3b169ce96b5,Gangg El,customer_support,negative,2,انا سيفطت رقم ومصلني والو
8cae0a13e499,Med EL,service_quality,negative,2,النصابة والشفارة لقبتو السوق سايبة
a0b65ce325a4,ᎽᎯᏕᏕᎥᏁᏋ ᏦᎯᎠᎻᎥ,service_quality,neutral,1,اريد طريقة التسجيل
7bb6dd8ab238,Abdellahe Kobi,pricing,neutral,1,واش العرض 50 درهم*6
2efdb0072698,Sara Montachir,pricing,neutral,2,واش عرض * 5 30 درهم كاين
1487aceac20b,Amal Amir,service_quality,neutral,1,واش كاين العرض نجمة 5
cbaf6f42a003,ILyaso Mß,service_quality,positive,1,أحسن سخاوة شكرا اورنج
0f490635a703,آل فيلسوفةه,pricing,negative,3,اشمن سخاوة ونتوم خديتو ليا خمسة دراهم غير شرجيتها ديتوها
526143344d26,El-mehdi Farhane,service_quality,neutral,1,عندي عرض تع 4G و دبا بغت ندير هدا عرض واش خاص نوقف عرض بعدا ندير هدا
fd35fbbc60e1,Adil Adil,pricing,neutral,1,واش كين عرض تاع 50 درهم *6
500451882b5c,Khadi Ja,service_quality,neutral,1,امتا غايرجع عرض 20درهم *6
237283dd6a83,Najib Modeste,pricing,neutral,2,واش *6 ديال 50 درهم ما دخلش فيها X
06dcbe9bf355,Lamyae EL,service_quality,neutral,1,هل عرض نجمة 6 20 درهم متوفر حاليا
3d240c5204df,اسراء محمد,pricing,negative,2,واش مغترجعو ديال 30درهم *6
459a73f7fae7,Hassan Fatima,service_quality,neutral,1,عرض نجمة 3 متوفر
a661a6294218,Sal Ma,pricing,neutral,1,كاين العرض نجمة ستة 20 درهم و 50 درهم ؟
b73e74997d8d,Faag Timo,pricing,neutral,1,كاين العرض نجمة ستة 20 درهم...؟؟
0aa88cdcbdca,SãMîrâ SàMørà,service_quality,neutral,1,واش كين العرض *6 ديال 50 درهم
0cb7749f9bee,Salma Sal,service_quality,neutral,1,كاين عرض *6 ؟
40920072e6af,Salma EL,pricing,neutral,1,بغيت نجمة 6 30درهم
1ac67aff3bc0,Zahira Zora,pricing,neutral,1,وش كين العرض نجمة 6 عشرين درهم
e5ea8b9d6780,أسماء أسماء,service_quality,neutral,1,ونجمة واحد شنو فيها ؟
d781c0a3202f,Rida Riyahi,service_quality,neutral,1,علاش مكديروش اشهارات في قناة تيلي ماروك
d721f6add6fc,Loubna Bel,pricing,neutral,1,Slm wach *6 50 dh kin l3rd dylha
07e80d51286c,Wassim Jammour,pricing,neutral,2,و5 دراهم نحمة 2 شنوا فيها ؟
e29d7f61d789,أم مريم كوثر,service_quality,neutral,1,واش كاين عرض *6 20dh
cbb4684faa5b,حسناء العلوي,service_quality,negative,3,سلام عليكم ممكن نعرف علاش إنترنت مخدامش سيمانة واخا كين ريزو
2e7e48e33b17,ملوكي ملوكي,service_quality,negative,3,وصلحو الخط 555راه مخدامش عندنا
f2f14ac42470,بت مباشرة,pricing,negative,3,رجعو لينا 30درهم*6
48f770bec81d,Zohiur Idirissi,pricing,negative,3,رجعو لينا 30درهم*6
18676aa01882,Zone Euro,pricing,negative,3,رجعو لينا 30درهم*6
e2d4659e4581,ال ال,pricing,negative,3,رجعو لينا 30درهم*6
b684417e0d52,Ãbd Ēl Mãjìd Ãr,service_quality,neutral,1,واش حتى انتوما مشالكوم ريزو اورونج
490eb3eb0278,Omo Zakaria,service_quality,negative,4,انا تسجلت فماكسيت ومجاتني حتى جيغا
0bb5eefb82b8,Kha Lid,service_quality,neutral,1,Where 1 Go
65a333f4de27,Aý Øůb Łbhjăwï,service_quality,neutral,1,واش العراض دايل *6 كاين
a55d13a5f15c,خفاش خفاش,service_quality,neutral,1,متى ستصلنا 1جيعا؟
157403dc5c6c,دات النقاب,service_quality,negative,3,أنا تسجلت فماكسيت ومجاتني حتى جيغا
3d68962d7ce0,Imane El,service_quality,neutral,1,فين هي جيغا
3453f2b8ade2,ⴽⵀⴷ ⵉⵊⴰ,pricing,neutral,1,كين عرض 20 درهم؟
13de11a2fa18,جوهرة المغرب,pricing,negative,3,رجعوا لينا عرض 20 درهم راه العواشر هادو الله يعطيكم السيزي
e5be8f065a7b,ام اسيد بإدن الله,service_quality,neutral,1,امتى غدي اسالي عرض 50 درهم
25866edfc5ee,الباز لطيفة أم ياسر,service_quality,neutral,1,واش *5 فيها واتساب
471394af3f69,بسمة الامل,service_quality,neutral,1,واش كاين عرض 50dh *6
32ef4a7d3bb9,Hajar Fatima,service_quality,neutral,1,واش هاد العرض ديال 100درهم فيه كولشي اللامحدود واتساب وفايسبوك واليوتوب
403606d976da,هاجر هاجر,pricing,neutral,2,سلام عليكم وقتاش يرجع لا محدود 30 درهم *6 وعشرين درهم
057e2defef3a,راجلك احبي,service_quality,neutral,1,واش كين لعرض ديال 50 درهم
3f385746eccb,سفيان,pricing,neutral,1,Kifach ndir dyal 100dh
618bdfa2667b,talent and voice can be reached,service_quality,neutral,1,…
83f5141a98e1,Ahmad Ras,pricing,neutral,2,واش رجع عرض نجمة 6 30درهم اردورنج
27ae3f358533,Jou Da,pricing,negative,4,المشكل بعدا فديك لكونيكسيون ديال السلحفاة شارجيت 50 درهم *6 شهر دلعذاب
3bd076ffef89,KaouThar Ait Hsaine,churn_intent,negative,4,انقطاع انترنت يومين بالمضيق ،رقم الزبون 05.30.19.94.36 و لا أحد يجيب، عادي نبدل الشركة ؟
f8aaeee35978,Sara Ben,service_quality,negative,4,Vraiment hchouma man sbah ma9tou3 l'internet b9ina bla khdma
66762bab1b5d,Khadija Laghlali,service_quality,neutral,1,Raj3o lina *6
5f7a3c9eb881,Otman Tanjawi,service_quality,neutral,1,وش رجع عرض 30 *6 ولا مزال
78a8f7a651bb,Dafir Youssef,pricing,neutral,2,بغينا نجمة 6 ديال 30 درهم شهر عافاكم
af3caf2afdcd,مانشستر ستي الرجاء,pricing,neutral,2,بغينا نجمة 6 ديال 30 درهم شهر عافاكم
8ca71a4da601,Noura El Hachimi,service_quality,neutral,2,رجعو نجمة
b000d1f8e691,ⵉⵃⵜⴰⵔⵉⵎ ⵜⴻⵃⵜⴰⵔⴰⵎ,service_quality,neutral,1,واش كاين عرض 20 درهم *6
66f2b9cad238,محمد أمين بنعيش,pricing,neutral,1,10 درهم نجمة 6 شحال فيها
d70d6978ce2b,عبد المجيد لفزيني,service_quality,neutral,1,السلام عليكم بغيت wifi تاع 149 درهم واش يمكن شي حد يتواصل معايا
cb725823157e,Boston,service_quality,neutral,1,. · Follow
2a76f28829f9,ᎯᎽᎷᎯᏁ ᎯᎽᎷᎯᏁ,service_quality,neutral,1,وش كينة لعرد ديال اورونج 50درهم نجمة 6
3146f520db69,Ayoub Alk,service_quality,neutral,1,طريقة التسجيل من فضلكم
075c452e7cb0,عبد العزيز ال,service_quality,neutral,1,بغيت نشرجي 5درهم مكالمات واطنية أش من نجمة
af18e5128482,فراشـــــة زهـــــور,service_quality,neutral,1,واش كاين عرض نجمة 6
d37a6d3bf520,حلم وراء البحر,pricing,neutral,1,واش كين لعرض 20 درهم*6
84d857e77116,عصام أوعشور,service_quality,neutral,1,طريقة الإستفادة
0d841977b346,Wor Cab,service_quality,neutral,1,فينهاية 1g ديال ديال لمنتخاب
27aa6dc62348,Tom Run,service_quality,neutral,1,كيفاش نتسجل
0da2dcb62686,ٱلــ قـــاضـــي,customer_support,negative,2,مزال موسلتنا ولو
f38c54e05e1e,لمهيب لمهيب,service_quality,negative,4,تسجلنا ومسيفطتو والو غير لكدوب وصاف
5d1118ff869d,Hajar Hajar,pricing,neutral,2,نجمة 6 20 درهم واش كاين عرض ديالها
293af56d3bec,ال برزيلي,pricing,neutral,1,5دراهم *6 واش كينا
e6816d7fa929,يو نس,pricing,neutral,1,20 درهم *6 لامحدود 15 يوم ؟
8eebf6f05754,Yousra Et Salma,service_quality,neutral,1,مرحبا اورنج هل لازال يوجد عرض نجمة 6 ب20 درهم لمدة 15 يوم لا محدود أتمنى ان تجيبيني انتضر جوابك
5b137108fd9f,ابتسام ابتسام,service_quality,neutral,1,Wach kayan *6 ouronj
e1fecccb4682,حفصة اوبيهي,pricing,negative,4,شنو هاد العبث عاد شارجيت او جيت نتاصل لقيت صولد ما كاين
61d3670a7dc5,الريفية العنيدة,pricing,neutral,2,بغينا 30درهم
8b269cdafc45,tagza nadi,pricing,neutral,2,واش شي واحد شارجها وخدمت
b829380eeca3,ام إسراء,service_quality,neutral,1,وش رجعات *6 20
4bdfc73e0740,لكيضمي مراد,pricing,neutral,1,وش 30درهم *6 كاينة
155a533d87c2,مؤمنة بالله,pricing,negative,3,غير كدوب سولت عليه مكينش كين 50درهم
d4ff7c625544,عبد الإله بروحو,pricing,neutral,1,واش العرض ديال 20 درهم مزال كاين
465242bc2dff,Hajar El Idrissi,service_quality,neutral,2,مكنتسناو والو من غير *6 ناس عندهم وطني هي باش كخدمو
787aaebb7abc,Aya Nori,service_quality,neutral,1,كنتسناو العرظ
2249a0ea72b5,Ąbdö Berrissoun,pricing,negative,4,Orange ماشي عيقتو شوية طلقو لعباد الله العرض الله ياخد فيكم الحق واش مابقاش الحق للدرويش حتى فكونيكسيو باش يهدر أو يتفرج يحايد الهم عليه
178889e052f4,Ma Lake,pricing,neutral,1,واش كاين العرض ديال ديال 20 درهم*6
744415f39150,Moubarek Szootski,pricing,negative,3,ANTI INTERNET GHALI
43b77e2310a9,وسيم المغربي,pricing,negative,4,واش ضارب بوكم الزعل ولا شنو ؟ 25جيجا ب300درهم ؟ واش حنا في امريكا ولا سويسرا الله يعطيكم الإفلاس عيقتو بزاف
1f19e9bf32bc,Gaucho Nero,pricing,negative,3,*6 ديال الفقراء 30 درهم هي لي بغينا
a2eb9b393ebb,Abdo Beniaich,service_quality,neutral,1,بغيت نفتح فورفي عن بعد معامن نتاواصل في اورانج. كاينا شي طريقة
cd3aef32ba71,Hafsa Essafi,customer_support,negative,2,جاوبوني فالخاص
fa93477a2622,Jami Malak,service_quality,neutral,1,واش كاين العرض *6
53abe4783854,Sofaine Agojil,pricing,neutral,1,هل يوجد عرض نجمة 6. 50 دراهم
8bfb866ae585,Ezzammouz Mohammed,service_quality,neutral,1,واش *33 20 درهم لا محدود تتخدم جميع مواقع تواصل اجتماعي ؟
9732b54f7f55,عبد الرفيع احارز,service_quality,neutral,1,انا ديك نهار دريت نجم 33 معرفتش فين مشت؟؟
2e389b4b9b23,ᎰᏚ ᏚᎯᏞᎯᎻ,pricing,neutral,2,واش كاينة نجمة 6 ديال 20 درهم
8f0b98f46d98,محمد محمد,churn_intent,negative,3,السلام عليكم بغيت نلغي الوفي شنو مطلوب مني
857b6fc026d8,Nourdin Moussaoui,pricing,negative,4,رجعو لينا 30 درهم ولا 20 درهم *6 راه دراوش مساكن معندهومش باش اديرو 50 درهم
7f3b1e241639,Naima El,pricing,neutral,1,امتى 20 درهم *6
3777a7bf3af3,Malika El Khatib,service_quality,neutral,1,واش كاين عرض *6 20 درهم 15 يوم ؟
04689d53adf8,Younes DN,service_quality,negative,3,راه عندي مشكل في الأنترنيت
ca8f20e049fe,Sàw Sàn,service_quality,neutral,1,Wach Kina *6
a0c7df2aa9bd,Hayat Aya,service_quality,neutral,1,السلام عليكم واش كاين عرض نجمة6
567ad250e6d4,Khaoula Khaoula,pricing,negative,3,رجعو لينا 30درهم*6
1a1876f99504,Bilal Ess,pricing,neutral,1,واش عرد 20 درهم أورونج كين
9694deaa120f,Atare El,pricing,neutral,1,Orange واش كين عرض 30dh *5
161d8fa97116,Fatima Zhra Rabih,pricing,neutral,1,عرض 20درهم أورونج كاينه ولا لا
7bb6dd8ab238,Abdellahe Kobi,pricing,neutral,2,هل مزال عرض 50 درهم 6* مزال مستمر
cf1896e5b48c,Ibtissam Mokrane,service_quality,neutral,1,واش كاين عرض *5 30 درهم
0072d310d2f0,ۦٰ۪۫ۦٰ۪ۦٰ۪۫ ۦٰ۪۫ۦٰ۪ۦٰ۪۫,pricing,neutral,1,كاين عرض نجمة 6 20 درهم ؟؟
df0977852e90,Casawi Salah,pricing,positive,2,غير مايقارب 125درهم ناخذ كارت سيم سعودية بانترنت لامحدود و و مكالمات لامحدود
91e04f8f2d22,Fatim EL,pricing,negative,2,رجعو لنا لعرض 30dh
588b816ac6b6,Aicha Aicha,service_quality,neutral,1,واش كاين عرض نجمة 6 50 درهم
c6df52e18b95,نسمة الأمل,service_quality,neutral,1,إمتى العرض ديال 30درهم نجمة 6 اللامحدود
4c861afae9ea,نور سوسية زوينة,pricing,negative,2,شنو كحربقو هدو مفهمتش والو فهد العروض ديلهم
ff46bdc7b796,Hamza Hmz,pricing,neutral,1,واش كاين عرض *6 ديال 20 درهم دبا ؟
3b7e78151a3a,Ibtissam Lmnawar,customer_support,negative,2,سوا اليوم سوا غدا *6 30 دارهم ولا بدا تفووو خليتونا نهدرو مع راسنا
9c584df85016,Safiya Amsddar,service_quality,neutral,1,واش بدلو نجمة 6ب 5ولا شنو
b34212a8e491,آسيل 'ے,service_quality,neutral,1,واش تتبقا شهࢪ كامل ولى لاء
b4284af798e8,Nezha Nezha,service_quality,neutral,2,اشمن سخاوة لا ممشارجينش كنتسناو *6
c455319ce26e,Marwa Elfarjani,pricing,neutral,2,امتا. عترجع نجمة 6 درهم30
246b187a85bf,FaTi Ma,service_quality,neutral,1,واش غرض *6 20درهم كاين
e46f4d6c2b4f,Ranya Ranya,pricing,neutral,2,30 dh 6*. هو لكنشجعو
4901e03ae3dc,Kadîrø Àl Rmmdani,pricing,neutral,2,لخوت كين لصرجا 20 درهم *6 شحال تعطيه ؟؟
69c37731820d,جوهرة أمازيغ بوك,service_quality,neutral,1,فريق غيدي اللقب *6 30
397a31170fa5,Øssà Mà,service_quality,positive,1,حنا كنشجع *6
e58b8af63e18,سعد سعد,pricing,negative,2,30 درهم *6
ac40e9fd4843,Aura Zeenox,service_quality,neutral,1,ديما *6 هي لي كينا
a2da1bf55f20,Zakaria Sbaiti,pricing,positive,2,بارك غير20درهم صاافي
bb81d93b000d,Soufian Beroual,pricing,neutral,1,هل يوجد عرض نجمة ستة خمسون دراهم
551814a72be5,Moussa Moussman,pricing,negative,2,و 20 درهم *6؟؟
1485ac442611,Rozita Rozalina,service_quality,negative,4,كيقولولا لا محدود وملي تشارجي تلقاها محدود ولا شبغيتها
0bb9255cce27,عبد الله أيت الحسن,service_quality,neutral,1,واش كين العرض 20 درهم نجمة 6
fcfd33b5b12c,تين هينان,pricing,neutral,1,عافك واش كاين العرض ديال 50 dh *6
9397f8e6e912,Souad Souad,service_quality,negative,4,الريزو قليل بزاااااف
6cbc00b259fb,أميرة زوجي,service_quality,neutral,1,واش كاين عرض نجمة 6 20 درهم ديل 15 يوم لا محدود
8fa87fd37ced,Soukaina Elmaski,service_quality,negative,3,M9tooo3 wifi makaynch b mara
f9d7928df79d,البيع بالجملة والتقسيط,service_quality,negative,3,السلام عليكم الويفي مخدامش
1da7bb05b99f,صنهاجي الحسين,service_quality,neutral,1,واش كين العرض ديال 50 درهم *6
604613f76ccc,Řãčhïď Ël Ĉheñtöuf,service_quality,neutral,1,واش مزال مستمر عرض*6 50درهم
d79c42424a8c,Khadija Zidani,service_quality,neutral,1,عرض 20 درهم نجمة 6 15 يوم واش كاين
c0f59b30ac97,Saaidfree1,pricing,negative,3,واش مزال ماهداكم الله ترجعو لينا نجمة 6 ب30درهم اولا صافي حيدتوها بشكل نهائي
97bfee7821f1,Khalid West,service_quality,neutral,1,كيفاش نقدر نحول رصيد دراهم للأنترنيت ؟؟؟
242bc3acd210,IChihi Moh,pricing,neutral,1,واش كاين ديال 150درهم
7963e52751e3,Mohamed Assioui,service_quality,neutral,1,واحد سؤال واش يمكن ليا نرجع واحد نمرة مشات ليا مافيهاش كونطرة
c68a2a0bc515,Fatima Zahra Kannich,pricing,negative,3,رجعو لينا العرض ديال نجمة 6 ديال 30 درهم
4cb0639fade3,زهير الادريسي,pricing,neutral,2,واش عرض نجمة 6 30 درهم غترجع ولا لا غير علمونا بعدا باش منبقاوش نتسناو على والو
c7709bba546b,Bnitto Brahim,service_quality,neutral,1,واقع لي بلان شرجيت هد العشية لعرض 50درهم ارونج تفرجت فيه تقريبا شي ساعتين اهوما الوحي لي الوضع الاساسي ولداب.
aa2a011b02c3,فو زي,service_quality,negative,3,السلام وعليكم كيفاش انا دخلت روشارج 20 درهم *6 وقالو ليا دخلات وفاش تندخل للرصيد تنلقاها كينة ولكن مخداماش ليا
