customer_id,feedback_category,sentiment,complaint_intensity,raw_text
a17ec53cf572,pricing,neutral,1,Wwach kayn l3ard 20 dh 15 lyom
02c196e9674a,pricing,neutral,2,وش مزال متوفرة 50dh
3b3cd3fb3d8f,service_quality,negative,3,wlad l9hab 1G fina hya
57cef52c7638,service_quality,neutral,1,واش ممكن نشرحيها وخا عندي اشتراك
31cadc67e6b3,customer_support,negative,4,J'aimerai bien savoir après plusieurs réclamations en ce qui conserne l'absence du réseau à la ville de rommani tous les week end sans aucune suite favorable
f542ce7900cb,service_quality,neutral,1,واش كتنزو على لوقت
1f7a32ef4498,churn_intent,negative,3,فين 1g جوج مرات و نتوما تفلاو على عياد الله كن غا درت اتصالات
14ec48d7bbf5,service_quality,neutral,1,واش عرض ديال 15 يوم كااين ؟
695711edf2da,churn_intent,negative,4,الإخوان، بغيت نلغي الفورفي ولكن ما عرفت مع من نتواصل. درتو بعدما جربتو فالمنطقة القروية ديال مولاي يعقوب، وللأسف الريزو منعدم تقريباً وما كاين حتى تغطية. الغريب فالأمر أن جميع الطرق كتوصل بسهولة للاشتراك وأداء الفاتورة، لكن ملي كيبغي الزبون يلغي الاشتراك كيولي التواصل شبه مستحيل. نتمنى من الشركة توفر وسيلة واضحة وسهلة لإلغاء الاشتراك، بحال ما وفرت وسائل عديدة للاشتراك. فالخدمة خاصها تكون مبنية على الوضوح واحترام الزبون قبل أي شيء آخر.
b70c7da2f67c,service_quality,neutral,1,لمتخب لمغربي سجل هدف عطيونا 1Goدبا صيفطوها لينا أنا مسجل ومجاني والو
3b165ae8fe37,service_quality,neutral,2,فوقاااش غادي يرجع لعرض *6
c5774e512898,service_quality,neutral,1,فوقاش ليرجع العرض
175aa86deb85,service_quality,positive,1,ما بغينى حتا نجمة من غير نجمة 6*
99c414ac0077,pricing,neutral,1,10 دراهم*6 شحال تدي ليا من نهار
3fbd258ea067,service_quality,neutral,1,واش كاين عرض 30 درهم نجمة 6 جاوبونا عفاكم الا كان نديروه
3fbd258ea067,pricing,negative,3,و سؤال مطروح علاش عرض 30 درهم رديته 50 درهم ؟
92b9b658ad28,service_quality,neutral,1,فينو ريزو لي غادن نخدم بيه
a91196bface9,service_quality,neutral,1,واش كاين العرض ديال 20درهم نمجة6
ee170f02142f,service_quality,neutral,1,عروض اورونج
4403f99e57a6,service_quality,neutral,1,واش كاين عرض* 6 20 درهم 15
af4cab4b60f5,service_quality,neutral,1,3ndi ridmi nout 12 imkn liya nbdlou
f2f14ac42470,pricing,positive,1,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
af3caf2afdcd,service_quality,neutral,1,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
5dc29aa6229e,customer_support,negative,4,"Client Fibre à Tanger, privé de connexion depuis mon changement de box (Erreur : Pas de transporteur). Votre prestataire technique appelle, fait sonner une fois pour simuler un rdv manqué et clôturer le ticket. C'est inacceptable. Merci de régler ce problème d'activation au plus vite. C'est scandaleux."
c8e3b997967a,service_quality,neutral,1,Samsung Galaxy A 03 cor من مدينة ازمور الجديدة
8eebf6f05754,service_quality,neutral,1,اتمنى ان تجيبني ما هو المقابل ؟ وهل اذ استبدلت هاتفي باخر جديد توجب علي اعطاء هاتفي الحالي
8eebf6f05754,service_quality,neutral,1,وما هو المقابل
a9b3c54c2881,pricing,negative,4,واش دبا وليتو تشفرو عيبادله نيشان واش يلاه درت لبارح 20 درهم ديتوها وزت 20درهم عاوتاني دبا ديتوها
4cb0639fade3,pricing,neutral,2,العيد عند المغاربة هو فاش ترجعو العرض ديال 30 درهم *6
d37e3324b2e9,service_quality,negative,4,ماوصلنا والو غي كاتكدبو علينا
33191b8b2eb6,service_quality,neutral,1,فين خسنا نتسجلو
b91c74ef8aa5,service_quality,negative,4,والله العظيم حتى كدابة نتوما المبارة لي فاتت تسجلت ومعطيتوني والو Orange
4a892c1080b1,service_quality,neutral,1,كفاش ندير تنتسجل
d0f4bd565e32,service_quality,neutral,1,كيفية الاستفادة من 1GO
2a3717f85380,service_quality,neutral,1,طريقة عفاكم باش نشارك حتا انا شي شرح مبسط
9a2be7dc097e,service_quality,neutral,1,واش كل مباراة غعطيونا جيغا لكل هدف سجله المنتخب المغربي ولا غير مباراة المغرب وبرازيل
b3b169ce96b5,customer_support,negative,3,انا سيفطت رقم ومصلني والو
8cae0a13e499,service_quality,negative,3,النصابة والشفارة لقبتو السوق سايبة
a0b65ce325a4,service_quality,neutral,1,اريد طريقة التسجيل
7bb6dd8ab238,pricing,neutral,2,واش العرض 50 درهم*6
2efdb0072698,pricing,neutral,1,واش عرض * 5 30 درهم كاين
1487aceac20b,service_quality,neutral,1,واش كاين العرض نجمة 5
cbaf6f42a003,service_quality,positive,1,أحسن سخاوة شكرا اورنج
0f490635a703,pricing,negative,4,اشمن سخاوة ونتوم خديتو ليا خمسة دراهم غير شرجيتها ديتوها
526143344d26,service_quality,neutral,1,عندي عرض تع 4G و دبا بغت ندير هدا عرض واش خاص نوقف عرض بعدا ندير هدا
fd35fbbc60e1,pricing,neutral,1,واش كين عرض تاع 50 درهم *6
500451882b5c,pricing,neutral,2,امتا غايرجع عرض 20درهم *6
237283dd6a83,pricing,neutral,2,واش *6 ديال 50 درهم ما دخلش فيها X
06dcbe9bf355,service_quality,neutral,1,هل عرض نجمة 6 20 درهم متوفر حاليا
3d240c5204df,pricing,negative,2,واش مغترجعو ديال 30درهم *6
459a73f7fae7,service_quality,neutral,1,عرض نجمة 3 متوفر
a661a6294218,pricing,neutral,2,كاين العرض نجمة ستة 20 درهم و 50 درهم ؟
b73e74997d8d,pricing,neutral,1,كاين العرض نجمة ستة 20 درهم...؟؟
0aa88cdcbdca,service_quality,neutral,1,واش كين العرض *6 ديال 50 درهم
0cb7749f9bee,service_quality,neutral,1,كاين عرض *6 ؟
40920072e6af,pricing,neutral,1,بغيت نجمة 6 30درهم
1ac67aff3bc0,pricing,neutral,1,وش كين العرض نجمة 6 عشرين درهم
e5ea8b9d6780,service_quality,neutral,1,ونجمة واحد شنو فيها ؟
d781c0a3202f,service_quality,neutral,1,علاش مكديروش اشهارات في قناة تيلي ماروك
d721f6add6fc,service_quality,neutral,1,Slm wach *6 50 dh kin l3rd dylha
07e80d51286c,pricing,neutral,2,و5 دراهم نحمة 2 شنوا فيها ؟
e29d7f61d789,service_quality,neutral,1,واش كاين عرض *6 20dh
cbb4684faa5b,service_quality,negative,3,سلام عليكم ممكن نعرف علاش إنترنت مخدامش سيمانة واخا كين ريزو
2e7e48e33b17,service_quality,negative,3,وصلحو الخط 555راه مخدامش عندنا
f2f14ac42470,pricing,negative,3,رجعو لينا 30درهم*6
48f770bec81d,pricing,negative,3,رجعو لينا 30درهم*6
18676aa01882,pricing,negative,3,رجعو لينا 30درهم*6
e2d4659e4581,pricing,negative,3,رجعو لينا 30درهم*6
b684417e0d52,service_quality,neutral,1,واش حتى انتوما مشالكوم ريزو اورونج
490eb3eb0278,service_quality,negative,4,انا تسجلت فماكسيت ومجاتني حتى جيغا
0bb5eefb82b8,service_quality,neutral,1,Where 1 Go
65a333f4de27,service_quality,neutral,1,واش العراض دايل *6 كاين
a55d13a5f15c,service_quality,neutral,1,متى ستصلنا 1جيعا؟
157403dc5c6c,service_quality,negative,3,أنا تسجلت فماكسيت ومجاتني حتى جيغا
3d68962d7ce0,service_quality,neutral,1,فين هي جيغا
3453f2b8ade2,pricing,neutral,1,كين عرض 20 درهم؟
13de11a2fa18,pricing,negative,3,رجعوا لينا عرض 20 درهم راه العواشر هادو الله يعطيكم السيزي
e5be8f065a7b,service_quality,neutral,1,امتى غدي اسالي عرض 50 درهم
25866edfc5ee,service_quality,neutral,1,واش *5 فيها واتساب
471394af3f69,service_quality,neutral,1,واش كاين عرض 50dh *6
32ef4a7d3bb9,service_quality,neutral,1,واش هاد العرض ديال 100درهم فيه كولشي اللامحدود واتساب وفايسبوك واليوتوب
403606d976da,pricing,neutral,2,سلام عليكم وقتاش يرجع لا محدود 30 درهم *6 وعشرين درهم
057e2defef3a,service_quality,neutral,1,واش كين لعرض ديال 50 درهم
3f385746eccb,pricing,neutral,1,Kifach ndir dyal 100dh
618bdfa2667b,service_quality,neutral,1,…
83f5141a98e1,pricing,neutral,2,واش رجع عرض نجمة 6 30درهم اردورنج
27ae3f358533,pricing,negative,4,المشكل بعدا فديك لكونيكسيون ديال السلحفاة شارجيت 50 درهم *6 شهر دلعذاب
3bd076ffef89,churn_intent,negative,4,انقطاع انترنت يومين بالمضيق ،رقم الزبون 05.30.19.94.36 و لا أحد يجيب، عادي نبدل الشركة ؟
f8aaeee35978,service_quality,negative,4,Vraiment hchouma man sbah ma9tou3 l'internet b9ina bla khdma
66762bab1b5d,service_quality,neutral,2,Raj3o lina *6
5f7a3c9eb881,service_quality,neutral,1,وش رجع عرض 30 *6 ولا مزال
78a8f7a651bb,pricing,neutral,1,بغينا نجمة 6 ديال 30 درهم شهر عافاكم
af3caf2afdcd,pricing,neutral,2,بغينا نجمة 6 ديال 30 درهم شهر عافاكم
8ca71a4da601,service_quality,neutral,2,رجعو نجمة
b000d1f8e691,service_quality,neutral,1,واش كاين عرض 20 درهم *6
66f2b9cad238,pricing,neutral,1,10 درهم نجمة 6 شحال فيها
d70d6978ce2b,service_quality,neutral,1,السلام عليكم بغيت wifi تاع 149 درهم واش يمكن شي حد يتواصل معايا
e8d738aca5e8,service_quality,neutral,1,is in Boston . · Follow
cb725823157e,service_quality,neutral,1,. · Follow
2a76f28829f9,service_quality,neutral,1,وش كينة لعرد ديال اورونج 50درهم نجمة 6
3146f520db69,service_quality,neutral,1,طريقة التسجيل من فضلكم
075c452e7cb0,pricing,neutral,1,بغيت نشرجي 5درهم مكالمات واطنية أش من نجمة
af18e5128482,service_quality,neutral,1,واش كاين عرض نجمة 6
d37a6d3bf520,pricing,neutral,1,واش كين لعرض 20 درهم*6
84d857e77116,service_quality,neutral,1,طريقة الإستفادة
0d841977b346,service_quality,neutral,1,فينهاية 1g ديال ديال لمنتخاب
27aa6dc62348,service_quality,neutral,1,كيفاش نتسجل
0da2dcb62686,customer_support,negative,2,مزال موسلتنا ولو
f38c54e05e1e,service_quality,negative,4,تسجلنا ومسيفطتو والو غير لكدوب وصاف
5d1118ff869d,pricing,neutral,1,نجمة 6 20 درهم واش كاين عرض ديالها
293af56d3bec,pricing,neutral,1,5دراهم *6 واش كينا
e6816d7fa929,pricing,neutral,2,20 درهم *6 لامحدود 15 يوم ؟
8eebf6f05754,service_quality,neutral,1,مرحبا اورنج هل لازال يوجد عرض نجمة 6 ب20 درهم لمدة 15 يوم لا محدود أتمنى ان تجيبيني انتضر جوابك
5b137108fd9f,service_quality,neutral,1,Wach kayan *6 ouronj
e1fecccb4682,pricing,negative,3,شنو هاد العبث عاد شارجيت او جيت نتاصل لقيت صولد ما كاين
61d3670a7dc5,pricing,neutral,1,بغينا 30درهم
8b269cdafc45,pricing,neutral,2,واش شي واحد شارجها وخدمت
b829380eeca3,service_quality,neutral,1,وش رجعات *6 20
4bdfc73e0740,pricing,neutral,1,وش 30درهم *6 كاينة
155a533d87c2,pricing,negative,4,غير كدوب سولت عليه مكينش كين 50درهم
d4ff7c625544,service_quality,neutral,1,واش العرض ديال 20 درهم مزال كاين
465242bc2dff,service_quality,neutral,1,مكنتسناو والو من غير *6 ناس عندهم وطني هي باش كخدمو
787aaebb7abc,service_quality,neutral,1,كنتسناو العرظ
2249a0ea72b5,pricing,negative,3,Orange ماشي عيقتو شوية طلقو لعباد الله العرض الله ياخد فيكم الحق واش مابقاش الحق للدرويش حتى فكونيكسيو باش يهدر أو يتفرج يحايد الهم عليه
178889e052f4,service_quality,neutral,1,واش كاين العرض ديال ديال 20 درهم*6
744415f39150,pricing,negative,3,ANTI INTERNET GHALI
43b77e2310a9,pricing,negative,4,واش ضارب بوكم الزعل ولا شنو ؟ 25جيجا ب300درهم ؟ واش حنا في امريكا ولا سويسرا الله يعطيكم الإفلاس عيقتو بزاف
1f19e9bf32bc,pricing,negative,3,*6 ديال الفقراء 30 درهم هي لي بغينا
a2eb9b393ebb,service_quality,neutral,1,بغيت نفتح فورفي عن بعد معامن نتاواصل في اورانج. كاينا شي طريقة
cd3aef32ba71,customer_support,negative,3,جاوبوني فالخاص
fa93477a2622,service_quality,neutral,1,واش كاين العرض *6
53abe4783854,pricing,neutral,1,هل يوجد عرض نجمة 6. 50 دراهم
8bfb866ae585,service_quality,neutral,1,واش *33 20 درهم لا محدود تتخدم جميع مواقع تواصل اجتماعي ؟
9732b54f7f55,service_quality,neutral,1,انا ديك نهار دريت نجم 33 معرفتش فين مشت؟؟
2e389b4b9b23,pricing,neutral,2,واش كاينة نجمة 6 ديال 20 درهم
8f0b98f46d98,churn_intent,negative,2,السلام عليكم بغيت نلغي الوفي شنو مطلوب مني
857b6fc026d8,pricing,negative,4,رجعو لينا 30 درهم ولا 20 درهم *6 راه دراوش مساكن معندهومش باش اديرو 50 درهم
7f3b1e241639,pricing,neutral,1,امتى 20 درهم *6
3777a7bf3af3,service_quality,neutral,1,واش كاين عرض *6 20 درهم 15 يوم ؟
04689d53adf8,service_quality,negative,3,راه عندي مشكل في الأنترنيت
ca8f20e049fe,service_quality,neutral,1,Wach Kina *6
a0c7df2aa9bd,service_quality,neutral,1,السلام عليكم واش كاين عرض نجمة6
567ad250e6d4,pricing,negative,3,رجعو لينا 30درهم*6
1a1876f99504,pricing,neutral,1,واش عرد 20 درهم أورونج كين
9694deaa120f,service_quality,neutral,1,Orange واش كين عرض 30dh *5
161d8fa97116,pricing,neutral,1,عرض 20درهم أورونج كاينه ولا لا
7bb6dd8ab238,service_quality,neutral,1,هل مزال عرض 50 درهم 6* مزال مستمر
cf1896e5b48c,service_quality,neutral,1,واش كاين عرض *5 30 درهم
0072d310d2f0,pricing,neutral,1,كاين عرض نجمة 6 20 درهم ؟؟
df0977852e90,pricing,negative,3,غير مايقارب 125درهم ناخذ كارت سيم سعودية بانترنت لامحدود و و مكالمات لامحدود
91e04f8f2d22,pricing,negative,2,رجعو لنا لعرض 30dh
588b816ac6b6,service_quality,neutral,1,واش كاين عرض نجمة 6 50 درهم
c6df52e18b95,service_quality,neutral,1,إمتى العرض ديال 30درهم نجمة 6 اللامحدود
4c861afae9ea,pricing,negative,2,شنو كحربقو هدو مفهمتش والو فهد العروض ديلهم
ff46bdc7b796,pricing,neutral,1,واش كاين عرض *6 ديال 20 درهم دبا ؟
3b7e78151a3a,customer_support,negative,3,سوا اليوم سوا غدا *6 30 دارهم ولا بدا تفووو خليتونا نهدرو مع راسنا
9c584df85016,service_quality,neutral,1,واش بدلو نجمة 6ب 5ولا شنو
b34212a8e491,service_quality,neutral,1,واش تتبقا شهࢪ كامل ولى لاء
b4284af798e8,service_quality,neutral,2,اشمن سخاوة لا ممشارجينش كنتسناو *6
c455319ce26e,pricing,neutral,2,امتا. عترجع نجمة 6 درهم30
246b187a85bf,pricing,neutral,1,واش غرض *6 20درهم كاين
e46f4d6c2b4f,pricing,neutral,2,30 dh 6*. هو لكنشجعو
4901e03ae3dc,pricing,neutral,1,لخوت كين لصرجا 20 درهم *6 شحال تعطيه ؟؟
69c37731820d,service_quality,neutral,1,فريق غيدي اللقب *6 30
397a31170fa5,service_quality,positive,1,حنا كنشجع *6
e58b8af63e18,pricing,negative,2,30 درهم *6
ac40e9fd4843,service_quality,neutral,1,ديما *6 هي لي كينا
a2da1bf55f20,pricing,positive,2,بارك غير20درهم صاافي
bb81d93b000d,service_quality,neutral,1,هل يوجد عرض نجمة ستة خمسون دراهم
551814a72be5,pricing,negative,2,و 20 درهم *6؟؟
1485ac442611,service_quality,negative,3,كيقولولا لا محدود وملي تشارجي تلقاها محدود ولا شبغيتها
0bb9255cce27,service_quality,neutral,1,واش كين العرض 20 درهم نجمة 6
fcfd33b5b12c,service_quality,neutral,1,عافك واش كاين العرض ديال 50 dh *6
9397f8e6e912,service_quality,negative,4,الريزو قليل بزاااااف
6cbc00b259fb,service_quality,neutral,1,واش كاين عرض نجمة 6 20 درهم ديل 15 يوم لا محدود
8fa87fd37ced,service_quality,negative,3,M9tooo3 wifi makaynch b mara
f9d7928df79d,service_quality,negative,3,السلام عليكم الويفي مخدامش
1da7bb05b99f,service_quality,neutral,1,واش كين العرض ديال 50 درهم *6
604613f76ccc,service_quality,neutral,1,واش مزال مستمر عرض*6 50درهم
d79c42424a8c,service_quality,neutral,1,عرض 20 درهم نجمة 6 15 يوم واش كاين
c0f59b30ac97,pricing,negative,3,واش مزال ماهداكم الله ترجعو لينا نجمة 6 ب30درهم اولا صافي حيدتوها بشكل نهائي
97bfee7821f1,service_quality,neutral,1,كيفاش نقدر نحول رصيد دراهم للأنترنيت ؟؟؟
242bc3acd210,pricing,neutral,1,واش كاين ديال 150درهم
7963e52751e3,service_quality,neutral,1,واحد سؤال واش يمكن ليا نرجع واحد نمرة مشات ليا مافيهاش كونطرة
c68a2a0bc515,pricing,negative,3,رجعو لينا العرض ديال نجمة 6 ديال 30 درهم
4cb0639fade3,pricing,neutral,2,واش عرض نجمة 6 30 درهم غترجع ولا لا غير علمونا بعدا باش منبقاوش نتسناو على والو
c7709bba546b,service_quality,neutral,1,واقع لي بلان شرجيت هد العشية لعرض 50درهم ارونج تفرجت فيه تقريبا شي ساعتين اهوما الوحي لي الوضع الاساسي ولداب.
aa2a011b02c3,service_quality,negative,3,السلام وعليكم كيفاش انا دخلت روشارج 20 درهم *6 وقالو ليا دخلات وفاش تندخل للرصيد تنلقاها كينة ولكن مخداماش ليا
f75de330d2d6,pricing,neutral,1,واش كاين عرض*6 20درهم ؟؟
588b816ac6b6,service_quality,neutral,2,امتى غادي ترجعو لينا العرض *6 ديال 30 درهم؟
91e04f8f2d22,pricing,negative,2,رجعو لنا لعرض 30dh*6
e2d4659e4581,pricing,neutral,1,وش كين العرض*6 30 درهم حالياً
4cb0639fade3,pricing,neutral,1,وش كين العرض*6 30 درهم حالياً
37f517d7c1df,pricing,negative,3,رودو لينا العرض *6 راك عيقتو
5e37d2216c4c,service_quality,neutral,1,عرض 20dh نجمة 6 للامحدود واش كاينة
62a25d5c7f02,pricing,neutral,2,ايمتى اترجعو عرض *6 30 درهم ؟
6db71d93f9e8,pricing,neutral,1,واش كاين عرض 20 درهم نجمة 6
b27d65bc9db0,pricing,neutral,1,واش كين عرض 30 درهم نجمة 5
9f66eb903253,service_quality,neutral,1,6*///30//30
d1dff6ac73da,service_quality,positive,2,رجعو ووووووو لين العرض *6
92b9b658ad28,pricing,negative,4,رجعو 30درهم *6. ماعندنة مانديرو بهاد تخربيق ديالكم
94bbff15eb54,service_quality,neutral,1,وشي كاين العرض ديال نجمة 6
dd2c0b76cab7,service_quality,negative,3,Chafti ga3 had l3orod li darto walah makhadam bihom m3ana rado *6 tkhadmo m3ana matradohach walah mandira ana kono haynyan
cee463cc08c7,pricing,neutral,1,30 درهم * 6
d63b62d5f514,service_quality,neutral,1,خـاصاني كونيكسيون
acc4a96aab31,customer_support,negative,2,1Go علاش مصيفطتوهاش
c70bfe42e578,pricing,neutral,1,واش كاين العرض ديل *6 20 درهم
f8a798545c06,service_quality,neutral,1,إيمتا غادي يسالي عرض *6 20 درهم
77dcdac8ff83,service_quality,neutral,1,واش كين عرض 20 نجمة 6
d110d6231882,service_quality,neutral,1,واش كاين العرض ديال 6*ديال 20
1410579b1264,pricing,neutral,1,واش كين عرض 20 درهم نجمة 6 لا محدود
d542dba00cc0,pricing,neutral,1,لي عندو 20 درهم
567ad250e6d4,pricing,negative,3,رجعو لينا 30درهم*6
18676aa01882,pricing,negative,3,رجعو لينا 30درهم*6
ece1fb837e89,pricing,negative,3,رجعو لينا 30درهم *6
20ab823cfc32,service_quality,negative,4,وا فين الجيغا لي قلتو لينا البيت تماركا والماتش سالا وشي جيغا ماشفناها يالكذابا
8d4065988b02,service_quality,neutral,1,وا فيناهيا جيغا
2e36060d8237,service_quality,negative,4,فين هي جيغا موصلنا والو
96b443f5953b,service_quality,neutral,1,واش كاين عرض 20درهم *6لكيدي 15يوم
e4a04be0e6ac,service_quality,neutral,1,السلام عليكم واش كاين عرض 20. درهم 15. يوم
55b03bd40bef,service_quality,neutral,1,وصيفطو لينا 1G ولا ماعندكم كلمة
6ae99231e490,pricing,negative,3,رجعو نجمة 6 30 درهم
0bfe3f8fea6a,service_quality,neutral,1,كاين عرض 20درهم * 6
4c1a8fed38f7,service_quality,neutral,1,واش متوفر لعرض نجمة*6..30درهم
3a7874f2924b,pricing,negative,2,عرض *6. 30درهم غيرج
0d90e492fae0,service_quality,negative,3,Internet mauvais
44d77b4a0c1b,service_quality,neutral,1,واش عرض نجمة 6 أرونج 50 درهم فيه حتا تيك توك ولا لا
8600000ec895,service_quality,neutral,1,العيد هو نهار ترجعو لينا العرض*6
64e57854f152,service_quality,neutral,1,فقاش ترجع نجمة 6
e4a04be0e6ac,pricing,neutral,2,السلام عليكم. واش كين. لعرض نجمة. 6. 30. درهم ٱرونج
d8b1ccca6020,service_quality,neutral,1,وطلقو الناس *6 اشمن عيد الشغل والا عيد اللفت
9f93c9cbfc70,service_quality,positive,1,سعيد عندكم غير نتوما لبغيتونا نكونو سعداء طلقو لعرض نجمة 6
ee0b3cc0a6de,service_quality,positive,2,عيد الشغل كاين غير عندكم نتما ..
557e3cea3294,service_quality,neutral,1,ماش شغلنا ف عيد شغل حيت ما عندنا تا شغل شغلنا دابة هو ترجعو لينا *6
a682493ea6f0,service_quality,negative,4,الشباب شي نمرة فين نعيط لهد أبناء الرائعة درت 500 درهم تعبئة مدوراتش 7 أيام
d1a640a34482,service_quality,negative,3,عطيوني رقم للتواصل مع تكنيسيان راه الويفي مشا لينا من البارح او مخلص
5b312cb201d1,service_quality,neutral,1,بغينا *6 30dh امتى ترجع
b1c452a136a9,pricing,neutral,1,واش كاين عرض *6 20 درهم لامحدود ؟
a3fc51b4fd62,pricing,positive,1,عرض 30dh نجمة 6
568bcfd28deb,service_quality,neutral,1,كيفاش نخدها
3691f6896801,service_quality,neutral,2,Hna bghina*6 makaynax orange
91fb60a9990f,pricing,neutral,2,Wax kyna *6 20 dh
4ed776e9e701,service_quality,neutral,1,ولكن حتا لجمعة
7ced6458fb5e,service_quality,neutral,1,كيف أستفيد من الهدية الإستثنائية
4c23db3d4f9a,pricing,positive,1,كاين العرض 20dh
807c48d2c625,pricing,negative,3,هي إلا رجعتو لنا نجمة 6 30 درهم
33ff77662343,pricing,negative,4,عمي اورنج طلق لينا 30 درهم *6
e2b94b57412a,service_quality,positive,1,بغينا العرض ديال نجمة 6 الشهر الامحدود ب 30 درهم الله يرحم لكم الوالدين
